Order_ID,Order_Date,SKU,Supplier_ID,Warehouse_ID,Expected_Delivery_Date,Actual_Delivery_Date,Freight_Cost,Order_Quantity
ORD00573,2024-05-24,SKU0040,SUP002,WH06,2024-06-07,2024-06-07,888.57,435
ORD00574,2024-07-25,SKU0010,SUP001,WH02,2024-08-31,2024-09-07,1007.38,469
ORD00575,2024-04-12,SKU0043,SUP006,WH07,2024-05-07,2024-05-05,906.1,67
ORD00576,2024-03-30,SKU0069,SUP004,WH03,2024-04-10,2024-04-09,460.22,56
ORD00577,2024-04-08,SKU0100,SUP010,WH06,2024-05-10,2024-05-08,309.26,230
ORD00578,2024-04-17,SKU0063,SUP004,WH06,2024-04-28,2024-05-09,1821.99,83
ORD00579,2024-09-26,SKU0006,SUP005,WH07,2024-10-29,2024-10-29,145.36,251
ORD00580,2024-07-01,SKU0081,SUP002,WH08,2024-07-15,2024-07-14,1335.05,299
ORD00581,2024-06-20,SKU0079,SUP018,WH06,2024-07-08,2024-07-08,1863.04,145
ORD00582,2024-02-29,SKU0066,SUP015,WH09,2024-03-30,2024-03-29,1875.35,58
ORD00583,2024-07-17,SKU0090,SUP005,WH03,2024-08-19,2024-08-17,1157.31,482
ORD00584,2024-12-17,SKU0077,SUP003,WH08,2025-01-10,2025-01-08,1842.4,191
ORD00585,2024-09-29,SKU0024,SUP018,WH04,2024-10-17,2024-10-15,1756.5,421
ORD00586,2024-06-12,SKU0043,SUP014,WH07,2024-07-20,2024-07-19,362.1,316
ORD00587,2024-04-22,SKU0051,SUP018,WH05,2024-05-10,2024-05-08,1340.1,334
ORD00588,2024-05-08,SKU0049,SUP004,WH10,2024-05-19,2024-05-17,641.38,392
ORD00589,2024-01-10,SKU0064,SUP008,WH03,2024-01-25,2024-02-05,1389.42,139
ORD00590,2024-01-11,SKU0071,SUP003,WH06,2024-02-04,2024-02-02,1821.41,116
ORD00591,2024-10-10,SKU0011,SUP009,WH02,2024-11-07,2024-11-05,1127.06,498
ORD00592,2024-11-03,SKU0057,SUP004,WH07,2024-11-14,2024-11-14,1439.44,337
ORD00593,2024-12-19,SKU0004,SUP001,WH01,2025-01-25,2025-01-24,1536.99,153
ORD00594,2024-08-16,SKU0052,SUP011,WH05,2024-09-27,2024-09-27,1320.32,326
ORD00595,2024-12-05,SKU0043,SUP020,WH01,2025-01-12,2025-01-19,1393.44,202
ORD00596,2024-05-31,SKU0021,SUP013,WH04,2024-06-13,2024-06-13,305.26,431
ORD00597,2024-04-02,SKU0100,SUP016,WH05,2024-05-05,2024-05-11,1739.14,259
ORD00598,2024-03-30,SKU0026,SUP017,WH04,2024-04-09,2024-04-07,996.68,163
ORD00599,2024-03-27,SKU0006,SUP020,WH04,2024-05-04,2024-05-02,834.01,348
ORD00600,2024-09-28,SKU0036,SUP003,WH02,2024-10-22,2024-10-21,723.4,377
ORD00601,2024-01-04,SKU0076,SUP006,WH08,2024-01-29,2024-01-28,644.5,192
ORD00602,2024-12-11,SKU0001,SUP013,WH08,2024-12-24,2024-12-22,835.56,378
ORD00603,2024-10-09,SKU0050,SUP017,WH05,2024-10-19,2024-10-17,1330.59,124
ORD00604,2024-05-18,SKU0042,SUP016,WH01,2024-06-20,2024-06-20,1637.73,127
ORD00605,2024-09-13,SKU0087,SUP015,WH01,2024-10-13,2024-10-13,546.75,414
ORD00606,2024-02-19,SKU0001,SUP007,WH07,2024-03-09,2024-03-12,362.36,314
ORD00607,2024-06-06,SKU0002,SUP008,WH10,2024-06-21,2024-06-20,1562.96,27
ORD00608,2024-02-09,SKU0057,SUP002,WH09,2024-02-23,2024-02-29,1106.15,340
ORD00609,2024-02-10,SKU0018,SUP007,WH05,2024-02-29,2024-03-01,1600.84,159
ORD00610,2024-01-03,SKU0071,SUP004,WH05,2024-01-14,2024-01-13,817.26,144
ORD00611,2024-10-17,SKU0028,SUP019,WH02,2024-11-22,2024-11-22,1539.68,217
ORD00612,2024-09-28,SKU0057,SUP002,WH01,2024-10-12,2024-10-12,96.62,231
ORD00613,2024-11-21,SKU0004,SUP008,WH08,2024-12-06,2024-12-04,1618.31,447
ORD00614,2024-12-24,SKU0070,SUP018,WH05,2025-01-11,2025-01-09,1781.57,223
ORD00615,2024-12-18,SKU0052,SUP020,WH05,2025-01-25,2025-01-24,260.13,155
ORD00616,2024-12-28,SKU0001,SUP008,WH04,2025-01-12,2025-01-14,1751.87,389
ORD00617,2024-01-06,SKU0027,SUP010,WH04,2024-02-07,2024-02-05,815.06,275
ORD00618,2024-10-13,SKU0006,SUP011,WH10,2024-11-24,2024-12-01,1167.92,10
ORD00619,2024-09-20,SKU0005,SUP017,WH09,2024-09-30,2024-09-29,1305.25,319
ORD00620,2024-02-29,SKU0070,SUP016,WH07,2024-04-02,2024-04-02,1892.91,255
ORD00621,2024-02-19,SKU0043,SUP011,WH04,2024-04-01,2024-03-30,955.84,291
ORD00622,2024-12-22,SKU0081,SUP008,WH08,2025-01-06,2025-01-16,1923.72,100
ORD00623,2024-11-18,SKU0026,SUP008,WH04,2024-12-03,2024-12-02,161.07,244
ORD00624,2024-04-29,SKU0072,SUP013,WH06,2024-05-12,2024-05-10,1356.59,326
ORD00625,2024-01-28,SKU0062,SUP017,WH02,2024-02-07,2024-02-07,649.1,341
ORD00626,2024-05-01,SKU0067,SUP002,WH08,2024-05-15,2024-05-15,1250.58,343
ORD00627,2024-01-02,SKU0083,SUP016,WH01,2024-02-04,2024-02-04,124.47,498
ORD00628,2024-09-07,SKU0071,SUP010,WH08,2024-10-09,2024-10-09,1255.01,255
ORD00629,2024-05-18,SKU0075,SUP003,WH07,2024-06-11,2024-06-11,1089.28,220
ORD00630,2024-01-18,SKU0074,SUP002,WH01,2024-02-01,2024-02-01,559.23,275
ORD00631,2024-12-23,SKU0045,SUP007,WH06,2025-01-11,2025-01-12,218.8,171
ORD00632,2024-10-28,SKU0073,SUP005,WH03,2024-11-30,2024-11-28,1583.32,164
ORD00633,2024-11-26,SKU0085,SUP003,WH05,2024-12-20,2024-12-18,692.35,348
ORD00634,2024-12-30,SKU0074,SUP006,WH01,2025-01-24,2025-01-24,746.86,163
ORD00635,2024-01-06,SKU0061,SUP017,WH08,2024-01-16,2024-01-26,196.71,376
ORD00636,2024-10-09,SKU0008,SUP015,WH06,2024-11-08,2024-11-08,1548.55,375
ORD00637,2024-10-14,SKU0044,SUP005,WH04,2024-11-16,2024-11-15,1993.82,477
ORD00638,2024-10-12,SKU0007,SUP014,WH09,2024-11-19,2024-11-17,1872.48,74
ORD00639,2024-04-06,SKU0011,SUP010,WH07,2024-05-08,2024-05-06,310.11,188
ORD00640,2024-05-22,SKU0037,SUP015,WH07,2024-06-21,2024-06-20,70.87,388
ORD00641,2024-12-05,SKU0047,SUP005,WH02,2025-01-07,2025-01-07,1728.1,220
ORD00642,2024-01-25,SKU0053,SUP002,WH06,2024-02-08,2024-02-07,572.41,330
ORD00643,2024-08-21,SKU0091,SUP007,WH08,2024-09-09,2024-09-13,1792.39,370
ORD00644,2024-10-16,SKU0077,SUP020,WH10,2024-11-23,2024-11-22,930.76,443
ORD00645,2024-10-18,SKU0043,SUP012,WH07,2024-11-10,2024-11-09,951.93,120
ORD00646,2024-08-05,SKU0034,SUP002,WH02,2024-08-19,2024-08-30,777.27,137
ORD00647,2024-10-06,SKU0072,SUP020,WH07,2024-11-13,2024-11-12,1548.38,240
ORD00648,2024-11-27,SKU0028,SUP017,WH01,2024-12-07,2024-12-06,1521.09,258
ORD00649,2024-10-06,SKU0089,SUP011,WH04,2024-11-17,2024-11-15,571.85,453
ORD00650,2024-02-12,SKU0079,SUP015,WH10,2024-03-13,2024-03-12,321.3,29
ORD00651,2024-03-30,SKU0069,SUP004,WH09,2024-04-10,2024-04-18,270.85,130
ORD00652,2024-04-21,SKU0025,SUP012,WH10,2024-05-14,2024-05-15,371.08,457
ORD00653,2024-05-05,SKU0063,SUP019,WH04,2024-06-10,2024-06-09,1644.94,311
ORD00654,2024-05-11,SKU0083,SUP009,WH07,2024-06-08,2024-06-06,1487.04,340
ORD00655,2024-03-21,SKU0008,SUP001,WH08,2024-04-27,2024-04-26,1988.93,132
ORD00656,2024-09-06,SKU0018,SUP016,WH03,2024-10-09,2024-10-07,1927.07,315
ORD00657,2024-02-10,SKU0052,SUP015,WH10,2024-03-11,2024-03-09,332.95,191
ORD00658,2024-10-14,SKU0036,SUP015,WH10,2024-11-13,2024-11-17,348.93,369
ORD00659,2024-08-28,SKU0071,SUP013,WH02,2024-09-10,2024-09-08,249.58,54
ORD00660,2024-12-16,SKU0041,SUP003,WH08,2025-01-09,2025-01-07,713.28,149
ORD00661,2024-01-03,SKU0100,SUP003,WH05,2024-01-27,2024-01-27,1246.23,325
ORD00662,2024-04-17,SKU0030,SUP016,WH07,2024-05-20,2024-05-28,1211.68,305
ORD00663,2024-11-23,SKU0037,SUP018,WH06,2024-12-11,2024-12-09,1164.8,421
ORD00664,2024-06-29,SKU0001,SUP002,WH03,2024-07-13,2024-07-11,1709.54,402
ORD00665,2024-07-23,SKU0025,SUP012,WH01,2024-08-15,2024-08-14,1724.98,17
ORD00666,2024-01-11,SKU0024,SUP011,WH06,2024-02-22,2024-02-22,1200.51,54
ORD00667,2024-10-05,SKU0077,SUP008,WH09,2024-10-20,2024-10-19,1956.6,183
ORD00668,2024-04-02,SKU0034,SUP013,WH09,2024-04-15,2024-04-15,1882.48,479
ORD00669,2024-12-17,SKU0021,SUP019,WH03,2025-01-22,2025-01-21,1827.61,243
ORD00670,2024-05-16,SKU0032,SUP017,WH09,2024-05-26,2024-05-24,795.18,447
ORD00671,2024-03-09,SKU0057,SUP004,WH04,2024-03-20,2024-03-20,406.66,39
ORD00672,2024-08-04,SKU0079,SUP010,WH06,2024-09-05,2024-09-05,1753.83,481
ORD00673,2024-06-23,SKU0098,SUP019,WH04,2024-07-29,2024-07-28,1962.83,39
ORD00674,2024-06-20,SKU0005,SUP005,WH06,2024-07-23,2024-07-21,1704.09,406
ORD00675,2024-12-12,SKU0085,SUP018,WH06,2024-12-30,2024-12-29,327.45,439
ORD00676,2024-05-13,SKU0039,SUP010,WH07,2024-06-14,2024-06-13,371.45,154
ORD00677,2024-05-25,SKU0081,SUP011,WH05,2024-07-06,2024-07-04,1547.2,157
ORD00678,2024-08-15,SKU0004,SUP006,WH06,2024-09-09,2024-09-08,387.89,294
ORD00679,2024-03-03,SKU0063,SUP019,WH07,2024-04-08,2024-04-07,1383.39,363
ORD00680,2024-10-29,SKU0094,SUP011,WH05,2024-12-10,2024-12-08,659.0,68
ORD00681,2024-03-24,SKU0004,SUP012,WH06,2024-04-16,2024-04-23,1217.33,126
ORD00682,2024-03-29,SKU0080,SUP010,WH01,2024-04-30,2024-04-28,1479.66,379
ORD00683,2024-01-04,SKU0012,SUP002,WH09,2024-01-18,2024-01-17,817.42,405
ORD00684,2024-05-05,SKU0099,SUP016,WH02,2024-06-07,2024-06-13,74.6,85
ORD00685,2024-07-31,SKU0075,SUP007,WH09,2024-08-19,2024-09-02,1939.21,445
ORD00686,2024-09-14,SKU0092,SUP005,WH08,2024-10-17,2024-10-15,1789.84,434
ORD00687,2024-11-23,SKU0090,SUP016,WH10,2024-12-26,2024-12-25,1962.01,435
ORD00688,2024-10-10,SKU0032,SUP004,WH01,2024-10-21,2024-10-21,341.49,127
ORD00689,2024-04-27,SKU0042,SUP014,WH03,2024-06-04,2024-06-02,1510.41,337
ORD00690,2024-10-28,SKU0070,SUP010,WH01,2024-11-29,2024-11-29,1816.48,88
ORD00691,2024-03-12,SKU0018,SUP016,WH05,2024-04-14,2024-04-12,1658.7,106
ORD00692,2024-03-17,SKU0031,SUP002,WH10,2024-03-31,2024-04-14,449.57,44
ORD00693,2024-05-10,SKU0010,SUP016,WH08,2024-06-12,2024-06-12,164.99,251
ORD00694,2024-07-15,SKU0089,SUP005,WH08,2024-08-17,2024-08-17,1184.84,358
ORD00695,2024-03-15,SKU0025,SUP018,WH09,2024-04-02,2024-04-01,263.1,107
ORD00696,2024-11-24,SKU0042,SUP008,WH01,2024-12-09,2024-12-08,956.41,101
ORD00697,2024-04-08,SKU0046,SUP001,WH08,2024-05-15,2024-05-24,1459.76,145
ORD00698,2024-05-23,SKU0038,SUP010,WH04,2024-06-24,2024-06-23,857.69,106
ORD00699,2024-08-08,SKU0078,SUP002,WH07,2024-08-22,2024-08-20,1348.07,418
ORD00700,2024-06-05,SKU0092,SUP006,WH08,2024-06-30,2024-06-30,1384.24,93
ORD00701,2024-05-27,SKU0058,SUP015,WH07,2024-06-26,2024-06-24,88.66,146
ORD00702,2024-12-25,SKU0084,SUP012,WH05,2025-01-17,2025-01-17,1894.1,159
ORD00703,2024-06-08,SKU0012,SUP015,WH07,2024-07-08,2024-07-06,442.15,109
ORD00704,2024-02-11,SKU0097,SUP018,WH05,2024-02-29,2024-02-27,1153.05,471
ORD00705,2024-09-23,SKU0012,SUP010,WH07,2024-10-25,2024-10-25,295.68,112
ORD00706,2024-09-14,SKU0007,SUP011,WH05,2024-10-26,2024-11-04,423.73,248
ORD00707,2024-03-20,SKU0003,SUP002,WH04,2024-04-03,2024-04-05,1040.62,287
ORD00708,2024-11-06,SKU0025,SUP006,WH03,2024-12-01,2024-11-29,423.31,137
ORD00709,2024-05-23,SKU0084,SUP015,WH04,2024-06-22,2024-07-06,967.62,240
ORD00710,2024-02-25,SKU0031,SUP002,WH08,2024-03-10,2024-03-08,1294.9,93
ORD00711,2024-03-03,SKU0080,SUP008,WH09,2024-03-18,2024-03-17,162.91,246
ORD00712,2024-09-17,SKU0043,SUP003,WH02,2024-10-11,2024-10-11,371.64,19
ORD00713,2024-03-19,SKU0011,SUP018,WH02,2024-04-06,2024-04-04,1266.0,225
ORD00714,2024-06-20,SKU0048,SUP012,WH06,2024-07-13,2024-07-11,1670.62,188
ORD00715,2024-09-24,SKU0024,SUP013,WH08,2024-10-07,2024-10-15,1542.65,181
ORD00716,2024-11-07,SKU0030,SUP014,WH02,2024-12-15,2024-12-15,995.66,63
ORD00717,2024-06-27,SKU0052,SUP005,WH04,2024-07-30,2024-07-28,748.5,499
ORD00718,2024-11-27,SKU0080,SUP001,WH01,2025-01-03,2025-01-02,1260.69,23
ORD00719,2024-04-20,SKU0059,SUP008,WH01,2024-05-05,2024-05-03,138.9,81
ORD00720,2024-11-14,SKU0023,SUP004,WH02,2024-11-25,2024-11-25,1607.73,60
ORD00721,2024-04-01,SKU0072,SUP007,WH08,2024-04-20,2024-05-01,1829.29,489
ORD00722,2024-01-24,SKU0070,SUP007,WH09,2024-02-12,2024-02-13,1185.65,166
ORD00723,2024-09-21,SKU0024,SUP016,WH05,2024-10-24,2024-10-23,1504.52,221
ORD00724,2024-10-03,SKU0086,SUP007,WH02,2024-10-22,2024-11-03,1143.85,377
ORD00725,2024-12-04,SKU0085,SUP004,WH10,2024-12-15,2024-12-15,732.66,34
ORD00726,2024-12-02,SKU0061,SUP020,WH03,2025-01-09,2025-01-08,1519.45,42
ORD00727,2024-02-07,SKU0030,SUP001,WH02,2024-03-15,2024-03-18,337.01,99
ORD00728,2024-08-14,SKU0036,SUP005,WH02,2024-09-16,2024-09-14,333.19,342
ORD00729,2024-09-14,SKU0044,SUP007,WH04,2024-10-03,2024-10-02,1600.68,489
ORD00730,2024-08-07,SKU0019,SUP002,WH08,2024-08-21,2024-08-28,325.1,314
ORD00731,2024-01-07,SKU0031,SUP018,WH04,2024-01-25,2024-02-03,1410.97,437
ORD00732,2024-01-17,SKU0014,SUP008,WH05,2024-02-01,2024-02-01,1989.69,442
ORD00733,2024-09-01,SKU0016,SUP016,WH04,2024-10-04,2024-10-02,1735.46,145
ORD00734,2024-11-08,SKU0075,SUP003,WH10,2024-12-02,2024-12-04,801.31,100
ORD00735,2024-03-06,SKU0013,SUP011,WH07,2024-04-17,2024-04-15,1044.54,88
ORD00736,2024-01-17,SKU0047,SUP003,WH07,2024-02-10,2024-02-10,593.77,399
ORD00737,2024-05-27,SKU0043,SUP005,WH05,2024-06-29,2024-06-27,611.27,338
ORD00738,2024-04-24,SKU0005,SUP009,WH06,2024-05-22,2024-05-20,989.32,433
ORD00739,2024-12-24,SKU0084,SUP018,WH09,2025-01-11,2025-01-15,1664.8,258
ORD00740,2024-12-03,SKU0099,SUP007,WH07,2024-12-22,2024-12-22,836.5,488
ORD00741,2024-07-22,SKU0064,SUP016,WH09,2024-08-24,2024-08-22,1966.23,448
ORD00742,2024-12-12,SKU0068,SUP002,WH01,2024-12-26,2024-12-25,327.13,406
ORD00743,2024-03-24,SKU0024,SUP006,WH09,2024-04-18,2024-04-18,1156.19,403
ORD00744,2024-12-28,SKU0085,SUP013,WH10,2025-01-10,2025-01-08,1767.43,70
ORD00745,2024-06-12,SKU0079,SUP010,WH07,2024-07-14,2024-07-13,627.51,374
ORD00746,2024-06-22,SKU0044,SUP011,WH10,2024-08-03,2024-08-03,685.35,474
ORD00747,2024-01-19,SKU0071,SUP014,WH06,2024-02-26,2024-02-24,381.29,153
ORD00748,2024-03-05,SKU0096,SUP002,WH03,2024-03-19,2024-03-19,1989.44,409
ORD00749,2024-03-11,SKU0061,SUP014,WH07,2024-04-18,2024-04-16,88.84,181
ORD00750,2024-06-27,SKU0020,SUP018,WH07,2024-07-15,2024-07-19,593.15,114
ORD00751,2024-03-10,SKU0034,SUP016,WH02,2024-04-12,2024-04-11,1118.19,367
ORD00752,2024-02-07,SKU0019,SUP006,WH03,2024-03-03,2024-03-02,183.7,90
ORD00753,2024-08-08,SKU0034,SUP008,WH03,2024-08-23,2024-08-21,1659.73,245
ORD00754,2024-11-14,SKU0090,SUP020,WH06,2024-12-22,2024-12-20,465.66,468
ORD00755,2024-01-26,SKU0019,SUP016,WH02,2024-02-28,2024-02-28,754.78,86
ORD00756,2024-07-23,SKU0090,SUP019,WH08,2024-08-28,2024-08-26,875.06,86
ORD00757,2024-12-16,SKU0029,SUP019,WH02,2025-01-21,2025-01-20,1789.21,472
ORD00758,2024-05-27,SKU0050,SUP009,WH10,2024-06-24,2024-06-22,781.47,390
ORD00759,2024-03-07,SKU0053,SUP003,WH07,2024-03-31,2024-03-29,608.72,236
ORD00760,2024-01-30,SKU0013,SUP005,WH04,2024-03-03,2024-03-02,1055.1,208
ORD00761,2024-12-07,SKU0019,SUP006,WH04,2025-01-01,2024-12-31,230.7,482
ORD00762,2024-05-27,SKU0031,SUP017,WH07,2024-06-06,2024-06-04,1843.69,364
ORD00763,2024-02-08,SKU0006,SUP006,WH01,2024-03-04,2024-03-04,238.67,455
ORD00764,2024-11-12,SKU0076,SUP008,WH08,2024-11-27,2024-11-25,1744.53,55
ORD00765,2024-10-19,SKU0055,SUP018,WH06,2024-11-06,2024-11-06,660.6,269
ORD00766,2024-09-13,SKU0085,SUP004,WH03,2024-09-24,2024-09-22,1066.79,365
ORD00767,2024-01-31,SKU0087,SUP014,WH09,2024-03-09,2024-03-08,1937.84,27
ORD00768,2024-01-31,SKU0035,SUP012,WH07,2024-02-23,2024-02-21,598.1,260
ORD00769,2024-03-20,SKU0082,SUP020,WH02,2024-04-27,2024-04-27,1727.48,37
ORD00770,2024-02-28,SKU0007,SUP010,WH07,2024-03-31,2024-04-10,1976.93,451
ORD00771,2024-07-13,SKU0043,SUP011,WH05,2024-08-24,2024-08-22,1032.06,343
ORD00772,2024-05-23,SKU0067,SUP018,WH08,2024-06-10,2024-06-11,1753.65,102
ORD00773,2024-10-06,SKU0047,SUP020,WH05,2024-11-13,2024-11-22,902.61,265
ORD00774,2024-02-07,SKU0074,SUP015,WH10,2024-03-08,2024-03-08,1189.19,63
ORD00775,2024-09-22,SKU0086,SUP014,WH10,2024-10-30,2024-10-28,1478.91,403
ORD00776,2024-12-06,SKU0043,SUP018,WH01,2024-12-24,2024-12-23,177.77,106
ORD00777,2024-02-17,SKU0028,SUP020,WH05,2024-03-26,2024-03-25,602.18,307
ORD00778,2024-08-26,SKU0059,SUP015,WH03,2024-09-25,2024-09-23,1657.25,48
ORD00779,2024-07-04,SKU0087,SUP006,WH05,2024-07-29,2024-07-28,133.69,87
ORD00780,2024-02-04,SKU0099,SUP013,WH02,2024-02-17,2024-02-16,1929.63,490
ORD00781,2024-04-16,SKU0082,SUP005,WH06,2024-05-19,2024-05-28,728.24,199
ORD00782,2024-10-14,SKU0025,SUP011,WH02,2024-11-25,2024-11-23,576.55,70
ORD00783,2024-11-13,SKU0021,SUP009,WH07,2024-12-11,2024-12-15,1975.22,352
ORD00784,2024-05-14,SKU0058,SUP020,WH05,2024-06-21,2024-06-20,615.83,108
ORD00785,2024-02-08,SKU0041,SUP012,WH10,2024-03-02,2024-03-02,694.25,298
ORD00786,2024-03-30,SKU0062,SUP020,WH09,2024-05-07,2024-05-05,1422.99,406
ORD00787,2024-11-03,SKU0093,SUP017,WH07,2024-11-13,2024-11-12,215.85,344
ORD00788,2024-07-27,SKU0055,SUP017,WH05,2024-08-06,2024-08-05,1875.57,130
ORD00789,2024-06-06,SKU0036,SUP004,WH08,2024-06-17,2024-06-17,1892.15,126
ORD00790,2024-01-05,SKU0087,SUP016,WH07,2024-02-07,2024-02-10,251.45,118
ORD00791,2024-10-12,SKU0044,SUP006,WH02,2024-11-06,2024-11-04,1845.8,319
ORD00792,2024-06-18,SKU0061,SUP012,WH04,2024-07-11,2024-07-11,1334.15,339
ORD00793,2024-07-18,SKU0014,SUP010,WH10,2024-08-19,2024-08-21,1204.58,265
ORD00794,2024-11-03,SKU0051,SUP006,WH04,2024-11-28,2024-11-28,401.76,205
ORD00795,2024-07-24,SKU0043,SUP020,WH01,2024-08-31,2024-09-13,147.17,40
ORD00796,2024-12-04,SKU0013,SUP018,WH09,2024-12-22,2024-12-20,1083.07,419
ORD00797,2024-07-23,SKU0022,SUP012,WH10,2024-08-15,2024-08-17,1405.29,333
ORD00798,2024-05-05,SKU0071,SUP001,WH07,2024-06-11,2024-06-11,1874.8,322
ORD00799,2024-12-02,SKU0019,SUP004,WH07,2024-12-13,2024-12-13,774.87,60
ORD00800,2024-08-22,SKU0014,SUP005,WH04,2024-09-24,2024-09-22,511.96,151
ORD00801,2024-10-04,SKU0006,SUP020,WH04,2024-11-11,2024-11-09,1753.57,158
ORD00802,2024-03-23,SKU0003,SUP009,WH10,2024-04-20,2024-04-20,208.16,302
ORD00803,2024-09-01,SKU0044,SUP001,WH09,2024-10-08,2024-10-07,766.17,395
ORD00804,2024-07-23,SKU0049,SUP012,WH05,2024-08-15,2024-08-14,1991.77,434
ORD00805,2024-02-08,SKU0063,SUP020,WH04,2024-03-17,2024-03-17,1120.14,265
ORD00806,2024-04-02,SKU0058,SUP012,WH02,2024-04-25,2024-04-24,1839.88,188
ORD00807,2024-11-28,SKU0054,SUP009,WH01,2024-12-26,2024-12-25,1188.09,209
ORD00808,2024-07-27,SKU0100,SUP004,WH05,2024-08-07,2024-08-05,1602.56,370
ORD00809,2024-10-09,SKU0025,SUP018,WH06,2024-10-27,2024-10-27,883.43,165
ORD00810,2024-03-03,SKU0072,SUP003,WH07,2024-03-27,2024-04-05,161.76,213
ORD00811,2024-03-20,SKU0008,SUP019,WH09,2024-04-25,2024-04-23,1415.51,395
ORD00812,2024-12-09,SKU0085,SUP005,WH04,2025-01-11,2025-01-09,277.57,276
ORD00813,2024-06-02,SKU0037,SUP003,WH02,2024-06-26,2024-06-24,1477.65,239
ORD00814,2024-11-19,SKU0035,SUP007,WH09,2024-12-08,2024-12-12,1397.32,369
ORD00815,2024-10-22,SKU0014,SUP001,WH08,2024-11-28,2024-11-27,739.02,151
ORD00816,2024-05-02,SKU0051,SUP001,WH06,2024-06-08,2024-06-06,553.45,39
ORD00817,2024-12-12,SKU0040,SUP004,WH01,2024-12-23,2024-12-21,750.43,396
ORD00818,2024-10-10,SKU0098,SUP014,WH05,2024-11-17,2024-11-16,1233.69,232
ORD00819,2024-02-16,SKU0018,SUP017,WH07,2024-02-26,2024-03-04,1730.42,169
ORD00820,2024-02-04,SKU0042,SUP005,WH09,2024-03-08,2024-03-06,108.48,56
ORD00821,2024-02-16,SKU0091,SUP013,WH06,2024-02-29,2024-02-27,662.66,463
ORD00822,2024-09-27,SKU0081,SUP008,WH05,2024-10-12,2024-10-10,1685.35,365
ORD00823,2024-02-22,SKU0077,SUP009,WH04,2024-03-21,2024-03-19,1124.79,144
ORD00824,2024-04-13,SKU0053,SUP007,WH05,2024-05-02,2024-05-04,686.7,307
ORD00825,2024-06-07,SKU0088,SUP018,WH01,2024-06-25,2024-06-23,258.5,237
ORD00826,2024-02-19,SKU0023,SUP011,WH02,2024-04-01,2024-03-30,315.97,170
ORD00827,2024-04-30,SKU0081,SUP011,WH08,2024-06-11,2024-06-10,1052.88,162
ORD00828,2024-09-04,SKU0059,SUP018,WH04,2024-09-22,2024-09-21,565.71,47
ORD00829,2024-12-20,SKU0035,SUP014,WH09,2025-01-27,2025-01-25,356.2,487
ORD00830,2024-06-20,SKU0022,SUP003,WH04,2024-07-14,2024-07-14,1742.14,463
ORD00831,2024-09-29,SKU0053,SUP004,WH10,2024-10-10,2024-10-09,527.43,436
ORD00832,2024-07-12,SKU0001,SUP007,WH02,2024-07-31,2024-08-08,1818.04,164
ORD00833,2024-06-19,SKU0072,SUP002,WH02,2024-07-03,2024-07-03,184.76,498
ORD00834,2024-07-08,SKU0024,SUP014,WH06,2024-08-15,2024-08-13,1325.5,144
ORD00835,2024-12-15,SKU0039,SUP010,WH09,2025-01-16,2025-01-15,461.22,413
ORD00836,2024-01-22,SKU0020,SUP001,WH02,2024-02-28,2024-02-28,1735.2,59
ORD00837,2024-07-06,SKU0047,SUP009,WH06,2024-08-03,2024-08-03,211.25,162
ORD00838,2024-01-19,SKU0038,SUP017,WH03,2024-01-29,2024-01-27,1754.15,292
ORD00839,2024-11-15,SKU0019,SUP019,WH08,2024-12-21,2024-12-19,1562.64,484
ORD00840,2024-08-07,SKU0089,SUP020,WH06,2024-09-14,2024-09-12,1594.04,140
ORD00841,2024-01-18,SKU0076,SUP019,WH07,2024-02-23,2024-02-22,1896.47,221
ORD00842,2024-08-15,SKU0039,SUP013,WH03,2024-08-28,2024-08-27,440.7,422
ORD00843,2024-06-08,SKU0006,SUP019,WH03,2024-07-14,2024-07-13,671.18,241
ORD00844,2024-01-18,SKU0085,SUP020,WH07,2024-02-25,2024-03-04,1653.74,344
ORD00845,2024-12-23,SKU0070,SUP013,WH04,2025-01-05,2025-01-03,895.67,214
ORD00846,2024-05-18,SKU0056,SUP009,WH07,2024-06-15,2024-06-15,1558.28,11
ORD00847,2024-01-09,SKU0061,SUP020,WH02,2024-02-16,2024-02-15,518.93,148
ORD00848,2024-08-11,SKU0001,SUP009,WH04,2024-09-08,2024-09-08,561.97,287
ORD00849,2024-05-16,SKU0048,SUP004,WH02,2024-05-27,2024-05-27,609.23,19
ORD00850,2024-08-27,SKU0019,SUP003,WH01,2024-09-20,2024-09-18,835.23,123
ORD00851,2024-02-29,SKU0066,SUP012,WH03,2024-03-23,2024-03-23,1884.48,477
ORD00852,2024-10-29,SKU0094,SUP001,WH05,2024-12-05,2024-12-04,1598.98,17
ORD00853,2024-06-02,SKU0054,SUP003,WH02,2024-06-26,2024-06-25,1772.01,131
ORD00854,2024-06-02,SKU0061,SUP005,WH01,2024-07-05,2024-07-05,1697.3,313
ORD00855,2024-10-20,SKU0067,SUP011,WH09,2024-12-01,2024-11-30,1057.97,285
ORD00856,2024-07-19,SKU0093,SUP010,WH06,2024-08-20,2024-08-18,186.14,110
ORD00857,2024-01-01,SKU0004,SUP011,WH08,2024-02-12,2024-02-10,1060.77,39
ORD00858,2024-07-30,SKU0032,SUP011,WH08,2024-09-10,2024-09-08,654.06,450
