Date,Warehouse_ID,SKU,Stock_On_Hand,Average_Daily_Demand
2025-01-08,WH02,SKU0050,263,37
2025-01-09,WH02,SKU0050,255,38
2025-01-10,WH02,SKU0050,252,35
2025-01-11,WH02,SKU0050,247,36
2025-01-12,WH02,SKU0050,228,34
2025-01-13,WH02,SKU0050,243,38
2025-01-14,WH02,SKU0050,228,35
2025-01-15,WH02,SKU0050,233,37
2025-01-16,WH02,SKU0050,260,31
2025-01-17,WH02,SKU0050,260,33
2025-01-18,WH02,SKU0050,264,36
2025-01-19,WH02,SKU0050,227,31
2025-01-20,WH02,SKU0050,242,31
2025-01-21,WH02,SKU0050,231,38
2025-01-22,WH02,SKU0050,260,33
2025-01-23,WH02,SKU0050,234,30
2025-01-24,WH02,SKU0050,262,32
2025-01-25,WH02,SKU0050,226,32
2025-01-26,WH02,SKU0050,244,35
2025-01-27,WH02,SKU0050,239,38
2025-01-28,WH02,SKU0050,251,38
2025-01-29,WH02,SKU0050,240,35
2025-01-30,WH02,SKU0050,240,35
2025-01-01,WH02,SKU0051,0,58
2025-01-02,WH02,SKU0051,0,55
2025-01-03,WH02,SKU0051,0,56
2025-01-04,WH02,SKU0051,0,36
2025-01-05,WH02,SKU0051,0,51
2025-01-06,WH02,SKU0051,0,33
2025-01-07,WH02,SKU0051,0,33
2025-01-08,WH02,SKU0051,0,59
2025-01-09,WH02,SKU0051,0,34
2025-01-10,WH02,SKU0051,0,55
2025-01-11,WH02,SKU0051,0,42
2025-01-12,WH02,SKU0051,0,39
2025-01-13,WH02,SKU0051,0,32
2025-01-14,WH02,SKU0051,0,50
2025-01-15,WH02,SKU0051,0,51
2025-01-16,WH02,SKU0051,0,44
2025-01-17,WH02,SKU0051,0,54
2025-01-18,WH02,SKU0051,0,39
2025-01-19,WH02,SKU0051,0,46
2025-01-20,WH02,SKU0051,0,38
2025-01-21,WH02,SKU0051,0,47
2025-01-22,WH02,SKU0051,0,34
2025-01-23,WH02,SKU0051,0,44
2025-01-24,WH02,SKU0051,0,46
2025-01-25,WH02,SKU0051,0,46
2025-01-26,WH02,SKU0051,0,43
2025-01-27,WH02,SKU0051,0,49
2025-01-28,WH02,SKU0051,0,45
2025-01-29,WH02,SKU0051,0,38
2025-01-30,WH02,SKU0051,0,36
2025-01-01,WH02,SKU0052,351,38
2025-01-02,WH02,SKU0052,357,40
2025-01-03,WH02,SKU0052,341,33
2025-01-04,WH02,SKU0052,346,38
2025-01-05,WH02,SKU0052,332,40
2025-01-06,WH02,SKU0052,355,35
2025-01-07,WH02,SKU0052,340,33
2025-01-08,WH02,SKU0052,328,34
2025-01-09,WH02,SKU0052,335,34
2025-01-10,WH02,SKU0052,327,36
2025-01-11,WH02,SKU0052,345,35
2025-01-12,WH02,SKU0052,342,34
2025-01-13,WH02,SKU0052,349,38
2025-01-14,WH02,SKU0052,359,32
2025-01-15,WH02,SKU0052,355,35
2025-01-16,WH02,SKU0052,323,38
2025-01-17,WH02,SKU0052,327,33
2025-01-18,WH02,SKU0052,360,34
2025-01-19,WH02,SKU0052,342,34
2025-01-20,WH02,SKU0052,325,32
2025-01-21,WH02,SKU0052,321,36
2025-01-22,WH02,SKU0052,338,32
2025-01-23,WH02,SKU0052,334,34
2025-01-24,WH02,SKU0052,343,41
2025-01-25,WH02,SKU0052,348,41
2025-01-26,WH02,SKU0052,328,34
2025-01-27,WH02,SKU0052,351,35
2025-01-28,WH02,SKU0052,354,36
2025-01-29,WH02,SKU0052,329,40
2025-01-30,WH02,SKU0052,343,40
2025-01-01,WH02,SKU0053,0,50
2025-01-02,WH02,SKU0053,0,33
2025-01-03,WH02,SKU0053,0,49
2025-01-04,WH02,SKU0053,0,42
2025-01-05,WH02,SKU0053,0,53
2025-01-06,WH02,SKU0053,0,56
2025-01-07,WH02,SKU0053,0,42
2025-01-08,WH02,SKU0053,0,56
2025-01-09,WH02,SKU0053,0,33
2025-01-10,WH02,SKU0053,0,33
2025-01-11,WH02,SKU0053,0,59
2025-01-12,WH02,SKU0053,0,47
2025-01-13,WH02,SKU0053,0,43
2025-01-14,WH02,SKU0053,0,34
2025-01-15,WH02,SKU0053,0,38
2025-01-16,WH02,SKU0053,0,50
2025-01-17,WH02,SKU0053,0,54
2025-01-18,WH02,SKU0053,0,57
2025-01-19,WH02,SKU0053,0,42
2025-01-20,WH02,SKU0053,0,43
2025-01-21,WH02,SKU0053,0,34
2025-01-22,WH02,SKU0053,0,32
2025-01-23,WH02,SKU0053,0,43
2025-01-24,WH02,SKU0053,0,47
2025-01-25,WH02,SKU0053,0,33
2025-01-26,WH02,SKU0053,0,42
2025-01-27,WH02,SKU0053,0,49
2025-01-28,WH02,SKU0053,0,54
2025-01-29,WH02,SKU0053,0,58
2025-01-30,WH02,SKU0053,0,40
2025-01-01,WH02,SKU0054,233,32
2025-01-02,WH02,SKU0054,233,31
2025-01-03,WH02,SKU0054,223,33
2025-01-04,WH02,SKU0054,245,30
2025-01-05,WH02,SKU0054,240,32
2025-01-06,WH02,SKU0054,207,36
2025-01-07,WH02,SKU0054,233,31
2025-01-08,WH02,SKU0054,207,31
2025-01-09,WH02,SKU0054,222,31
2025-01-10,WH02,SKU0054,234,30
2025-01-11,WH02,SKU0054,237,38
2025-01-12,WH02,SKU0054,234,39
2025-01-13,WH02,SKU0054,243,30
2025-01-14,WH02,SKU0054,219,37
2025-01-15,WH02,SKU0054,219,37
2025-01-16,WH02,SKU0054,236,39
2025-01-17,WH02,SKU0054,219,33
2025-01-18,WH02,SKU0054,206,32
2025-01-19,WH02,SKU0054,217,34
2025-01-20,WH02,SKU0054,222,38
2025-01-21,WH02,SKU0054,236,37
2025-01-22,WH02,SKU0054,206,34
2025-01-23,WH02,SKU0054,235,32
2025-01-24,WH02,SKU0054,222,37
2025-01-25,WH02,SKU0054,237,38
2025-01-26,WH02,SKU0054,223,33
2025-01-27,WH02,SKU0054,221,36
2025-01-28,WH02,SKU0054,222,34
2025-01-29,WH02,SKU0054,212,34
2025-01-30,WH02,SKU0054,215,35
2025-01-01,WH02,SKU0055,448,36
2025-01-02,WH02,SKU0055,468,31
2025-01-03,WH02,SKU0055,459,30
2025-01-04,WH02,SKU0055,464,30
2025-01-05,WH02,SKU0055,439,28
2025-01-06,WH02,SKU0055,462,29
2025-01-07,WH02,SKU0055,461,27
2025-01-08,WH02,SKU0055,449,31
2025-01-09,WH02,SKU0055,446,28
2025-01-10,WH02,SKU0055,431,30
2025-01-11,WH02,SKU0055,447,34
2025-01-12,WH02,SKU0055,447,29
2025-01-13,WH02,SKU0055,439,33
2025-01-14,WH02,SKU0055,446,36
2025-01-15,WH02,SKU0055,446,32
2025-01-16,WH02,SKU0055,431,28
2025-01-17,WH02,SKU0055,463,30
2025-01-18,WH02,SKU0055,445,32
2025-01-19,WH02,SKU0055,431,32
2025-01-20,WH02,SKU0055,442,28
2025-01-21,WH02,SKU0055,445,31
2025-01-22,WH02,SKU0055,436,32
2025-01-23,WH02,SKU0055,458,29
2025-01-24,WH02,SKU0055,467,33
2025-01-25,WH02,SKU0055,459,27
2025-01-26,WH02,SKU0055,459,30
2025-01-27,WH02,SKU0055,457,35
2025-01-28,WH02,SKU0055,439,29
2025-01-29,WH02,SKU0055,431,33
2025-01-30,WH02,SKU0055,459,31
2025-01-01,WH02,SKU0056,118,20
2025-01-02,WH02,SKU0056,106,14
2025-01-03,WH02,SKU0056,127,13
2025-01-04,WH02,SKU0056,137,20
2025-01-05,WH02,SKU0056,117,18
2025-01-06,WH02,SKU0056,132,17
2025-01-07,WH02,SKU0056,109,11
2025-01-08,WH02,SKU0056,115,12
2025-01-09,WH02,SKU0056,113,17
2025-01-10,WH02,SKU0056,125,13
2025-01-11,WH02,SKU0056,102,13
2025-01-12,WH02,SKU0056,120,18
2025-01-13,WH02,SKU0056,116,13
2025-01-14,WH02,SKU0056,124,11
2025-01-15,WH02,SKU0056,111,11
2025-01-16,WH02,SKU0056,123,15
2025-01-17,WH02,SKU0056,125,17
2025-01-18,WH02,SKU0056,117,19
2025-01-19,WH02,SKU0056,138,12
2025-01-20,WH02,SKU0056,138,12
2025-01-21,WH02,SKU0056,111,16
2025-01-22,WH02,SKU0056,103,14
2025-01-23,WH02,SKU0056,109,15
2025-01-24,WH02,SKU0056,134,20
2025-01-25,WH02,SKU0056,110,16
2025-01-26,WH02,SKU0056,120,15
2025-01-27,WH02,SKU0056,127,20
2025-01-28,WH02,SKU0056,118,11
2025-01-29,WH02,SKU0056,138,20
2025-01-30,WH02,SKU0056,114,16
2025-01-01,WH02,SKU0057,437,26
2025-01-02,WH02,SKU0057,451,22
2025-01-03,WH02,SKU0057,424,21
2025-01-04,WH02,SKU0057,445,19
2025-01-05,WH02,SKU0057,439,23
2025-01-06,WH02,SKU0057,421,22
2025-01-07,WH02,SKU0057,447,19
2025-01-08,WH02,SKU0057,439,24
2025-01-09,WH02,SKU0057,419,23
2025-01-10,WH02,SKU0057,428,20
2025-01-11,WH02,SKU0057,443,17
2025-01-12,WH02,SKU0057,418,21
2025-01-13,WH02,SKU0057,455,17
2025-01-14,WH02,SKU0057,449,17
2025-01-15,WH02,SKU0057,437,21
2025-01-16,WH02,SKU0057,436,17
2025-01-17,WH02,SKU0057,448,19
2025-01-18,WH02,SKU0057,448,23
2025-01-19,WH02,SKU0057,440,20
2025-01-20,WH02,SKU0057,444,26
2025-01-21,WH02,SKU0057,454,26
2025-01-22,WH02,SKU0057,426,22
2025-01-23,WH02,SKU0057,433,26
2025-01-24,WH02,SKU0057,456,25
2025-01-25,WH02,SKU0057,424,20
2025-01-26,WH02,SKU0057,446,24
2025-01-27,WH02,SKU0057,432,18
2025-01-28,WH02,SKU0057,423,23
2025-01-29,WH02,SKU0057,436,21
2025-01-30,WH02,SKU0057,450,17
2025-01-01,WH02,SKU0058,406,18
2025-01-02,WH02,SKU0058,389,12
2025-01-03,WH02,SKU0058,378,10
2025-01-04,WH02,SKU0058,408,10
2025-01-05,WH02,SKU0058,386,13
2025-01-06,WH02,SKU0058,396,17
2025-01-07,WH02,SKU0058,391,16
2025-01-08,WH02,SKU0058,391,13
2025-01-09,WH02,SKU0058,375,11
2025-01-10,WH02,SKU0058,386,9
2025-01-11,WH02,SKU0058,381,13
2025-01-12,WH02,SKU0058,387,17
2025-01-13,WH02,SKU0058,407,16
2025-01-14,WH02,SKU0058,372,13
2025-01-15,WH02,SKU0058,398,14
2025-01-16,WH02,SKU0058,387,13
2025-01-17,WH02,SKU0058,385,14
2025-01-18,WH02,SKU0058,376,14
2025-01-19,WH02,SKU0058,377,15
2025-01-20,WH02,SKU0058,403,14
2025-01-21,WH02,SKU0058,384,18
2025-01-22,WH02,SKU0058,395,13
2025-01-23,WH02,SKU0058,370,9
2025-01-24,WH02,SKU0058,377,11
2025-01-25,WH02,SKU0058,397,14
2025-01-26,WH02,SKU0058,408,14
2025-01-27,WH02,SKU0058,405,14
2025-01-28,WH02,SKU0058,383,16
2025-01-29,WH02,SKU0058,386,11
2025-01-30,WH02,SKU0058,387,15
2025-01-01,WH02,SKU0059,238,28
2025-01-02,WH02,SKU0059,210,28
2025-01-03,WH02,SKU0059,232,25
2025-01-04,WH02,SKU0059,237,28
2025-01-05,WH02,SKU0059,232,31
2025-01-06,WH02,SKU0059,230,33
2025-01-07,WH02,SKU0059,206,29
2025-01-08,WH02,SKU0059,202,26
2025-01-09,WH02,SKU0059,200,30
2025-01-10,WH02,SKU0059,223,31
2025-01-11,WH02,SKU0059,206,27
2025-01-12,WH02,SKU0059,226,32
2025-01-13,WH02,SKU0059,234,24
2025-01-14,WH02,SKU0059,215,24
2025-01-15,WH02,SKU0059,231,25
2025-01-16,WH02,SKU0059,231,25
2025-01-17,WH02,SKU0059,199,32
2025-01-18,WH02,SKU0059,216,28
2025-01-19,WH02,SKU0059,224,26
2025-01-20,WH02,SKU0059,226,28
2025-01-21,WH02,SKU0059,209,27
2025-01-22,WH02,SKU0059,199,27
2025-01-23,WH02,SKU0059,222,25
2025-01-24,WH02,SKU0059,203,30
2025-01-25,WH02,SKU0059,216,25
2025-01-26,WH02,SKU0059,228,31
2025-01-27,WH02,SKU0059,200,26
2025-01-28,WH02,SKU0059,213,31
2025-01-29,WH02,SKU0059,201,32
2025-01-30,WH02,SKU0059,211,25
2025-01-01,WH02,SKU0060,423,12
2025-01-02,WH02,SKU0060,438,7
2025-01-03,WH02,SKU0060,445,9
2025-01-04,WH02,SKU0060,442,3
2025-01-05,WH02,SKU0060,440,5
2025-01-06,WH02,SKU0060,450,8
2025-01-07,WH02,SKU0060,422,11
2025-01-08,WH02,SKU0060,429,5
2025-01-09,WH02,SKU0060,455,10
2025-01-10,WH02,SKU0060,452,9
2025-01-11,WH02,SKU0060,454,4
2025-01-12,WH02,SKU0060,441,5
2025-01-13,WH02,SKU0060,433,5
2025-01-14,WH02,SKU0060,426,7
2025-01-15,WH02,SKU0060,454,9
2025-01-16,WH02,SKU0060,431,7
2025-01-17,WH02,SKU0060,439,5
2025-01-18,WH02,SKU0060,438,9
2025-01-19,WH02,SKU0060,427,8
2025-01-20,WH02,SKU0060,446,8
2025-01-21,WH02,SKU0060,429,8
2025-01-22,WH02,SKU0060,449,5
2025-01-23,WH02,SKU0060,440,9
2025-01-24,WH02,SKU0060,430,6
2025-01-25,WH02,SKU0060,453,6
2025-01-26,WH02,SKU0060,441,4
2025-01-27,WH02,SKU0060,455,8
2025-01-28,WH02,SKU0060,448,9
2025-01-29,WH02,SKU0060,432,6
2025-01-30,WH02,SKU0060,446,11
2025-01-01,WH02,SKU0061,120,30
2025-01-02,WH02,SKU0061,91,35
2025-01-03,WH02,SKU0061,120,32
2025-01-04,WH02,SKU0061,112,38
2025-01-05,WH02,SKU0061,99,31
2025-01-06,WH02,SKU0061,126,31
2025-01-07,WH02,SKU0061,105,33
2025-01-08,WH02,SKU0061,107,31
2025-01-09,WH02,SKU0061,114,35
2025-01-10,WH02,SKU0061,95,33
2025-01-11,WH02,SKU0061,89,31
2025-01-12,WH02,SKU0061,126,34
2025-01-13,WH02,SKU0061,111,37
2025-01-14,WH02,SKU0061,115,36
2025-01-15,WH02,SKU0061,115,33
2025-01-16,WH02,SKU0061,112,31
2025-01-17,WH02,SKU0061,122,30
2025-01-18,WH02,SKU0061,122,37
2025-01-19,WH02,SKU0061,92,36
2025-01-20,WH02,SKU0061,126,34
2025-01-21,WH02,SKU0061,100,37
2025-01-22,WH02,SKU0061,107,30
2025-01-23,WH02,SKU0061,96,35
2025-01-24,WH02,SKU0061,105,31
2025-01-25,WH02,SKU0061,118,30
2025-01-26,WH02,SKU0061,95,33
2025-01-27,WH02,SKU0061,88,32
2025-01-28,WH02,SKU0061,123,38
2025-01-29,WH02,SKU0061,121,32
2025-01-30,WH02,SKU0061,89,37
2025-01-01,WH02,SKU0062,201,32
2025-01-02,WH02,SKU0062,220,35
2025-01-03,WH02,SKU0062,201,30
2025-01-04,WH02,SKU0062,236,29
2025-01-05,WH02,SKU0062,223,27
2025-01-06,WH02,SKU0062,226,28
2025-01-07,WH02,SKU0062,219,34
2025-01-08,WH02,SKU0062,223,30
2025-01-09,WH02,SKU0062,204,29
2025-01-10,WH02,SKU0062,230,28
2025-01-11,WH02,SKU0062,223,30
2025-01-12,WH02,SKU0062,209,33
2025-01-13,WH02,SKU0062,211,28
2025-01-14,WH02,SKU0062,218,33
2025-01-15,WH02,SKU0062,231,32
2025-01-16,WH02,SKU0062,223,33
2025-01-17,WH02,SKU0062,207,28
2025-01-18,WH02,SKU0062,216,32
2025-01-19,WH02,SKU0062,222,27
2025-01-20,WH02,SKU0062,228,29
2025-01-21,WH02,SKU0062,232,33
2025-01-22,WH02,SKU0062,236,32
2025-01-23,WH02,SKU0062,218,27
2025-01-24,WH02,SKU0062,212,34
2025-01-25,WH02,SKU0062,212,26
2025-01-26,WH02,SKU0062,206,31
2025-01-27,WH02,SKU0062,222,35
2025-01-28,WH02,SKU0062,234,31
2025-01-29,WH02,SKU0062,219,34
2025-01-30,WH02,SKU0062,198,31
2025-01-01,WH02,SKU0063,275,33
2025-01-02,WH02,SKU0063,269,33
2025-01-03,WH02,SKU0063,266,29
2025-01-04,WH02,SKU0063,254,34
2025-01-05,WH02,SKU0063,267,29
2025-01-06,WH02,SKU0063,278,36
2025-01-07,WH02,SKU0063,268,29
2025-01-08,WH02,SKU0063,280,29
2025-01-09,WH02,SKU0063,260,35
2025-01-10,WH02,SKU0063,263,29
2025-01-11,WH02,SKU0063,246,30
2025-01-12,WH02,SKU0063,269,34
2025-01-13,WH02,SKU0063,251,28
2025-01-14,WH02,SKU0063,271,28
2025-01-15,WH02,SKU0063,245,31
2025-01-16,WH02,SKU0063,265,29
2025-01-17,WH02,SKU0063,251,29
2025-01-18,WH02,SKU0063,256,27
2025-01-19,WH02,SKU0063,243,30
2025-01-20,WH02,SKU0063,243,30
2025-01-21,WH02,SKU0063,266,27
2025-01-22,WH02,SKU0063,267,33
2025-01-23,WH02,SKU0063,265,33
2025-01-24,WH02,SKU0063,275,27
2025-01-25,WH02,SKU0063,249,30
2025-01-26,WH02,SKU0063,270,35
2025-01-27,WH02,SKU0063,279,32
2025-01-28,WH02,SKU0063,259,31
2025-01-29,WH02,SKU0063,245,31
2025-01-30,WH02,SKU0063,263,29
2025-01-01,WH02,SKU0064,387,37
2025-01-02,WH02,SKU0064,379,37
2025-01-03,WH02,SKU0064,405,30
2025-01-04,WH02,SKU0064,401,31
2025-01-05,WH02,SKU0064,406,29
2025-01-06,WH02,SKU0064,384,31
2025-01-07,WH02,SKU0064,382,31
2025-01-08,WH02,SKU0064,399,34
2025-01-09,WH02,SKU0064,397,29
2025-01-10,WH02,SKU0064,383,37
2025-01-11,WH02,SKU0064,385,29
2025-01-12,WH02,SKU0064,393,28
2025-01-13,WH02,SKU0064,388,36
2025-01-14,WH02,SKU0064,385,35
2025-01-15,WH02,SKU0064,394,31
2025-01-16,WH02,SKU0064,401,33
2025-01-17,WH02,SKU0064,387,30
2025-01-18,WH02,SKU0064,411,29
2025-01-19,WH02,SKU0064,413,32
2025-01-20,WH02,SKU0064,414,31
2025-01-21,WH02,SKU0064,397,34
2025-01-22,WH02,SKU0064,388,30
2025-01-23,WH02,SKU0064,395,34
2025-01-24,WH02,SKU0064,385,35
2025-01-25,WH02,SKU0064,400,29
2025-01-26,WH02,SKU0064,412,28
2025-01-27,WH02,SKU0064,401,32
2025-01-28,WH02,SKU0064,401,35
2025-01-29,WH02,SKU0064,402,34
2025-01-30,WH02,SKU0064,408,35
2025-01-01,WH02,SKU0065,404,16
2025-01-02,WH02,SKU0065,420,19
2025-01-03,WH02,SKU0065,399,16
2025-01-04,WH02,SKU0065,434,21
2025-01-05,WH02,SKU0065,426,15
2025-01-06,WH02,SKU0065,398,16
2025-01-07,WH02,SKU0065,430,19
2025-01-08,WH02,SKU0065,427,18
2025-01-09,WH02,SKU0065,415,20
2025-01-10,WH02,SKU0065,434,18
2025-01-11,WH02,SKU0065,419,23
2025-01-12,WH02,SKU0065,410,22
2025-01-13,WH02,SKU0065,417,22
2025-01-14,WH02,SKU0065,414,20
2025-01-15,WH02,SKU0065,408,20
2025-01-16,WH02,SKU0065,409,20
2025-01-17,WH02,SKU0065,427,18
2025-01-18,WH02,SKU0065,413,17
2025-01-19,WH02,SKU0065,425,19
2025-01-20,WH02,SKU0065,416,14
2025-01-21,WH02,SKU0065,400,14
2025-01-22,WH02,SKU0065,430,22
2025-01-23,WH02,SKU0065,398,14
2025-01-24,WH02,SKU0065,427,19
2025-01-25,WH02,SKU0065,408,20
2025-01-26,WH02,SKU0065,405,15
2025-01-27,WH02,SKU0065,410,22
2025-01-28,WH02,SKU0065,426,15
2025-01-29,WH02,SKU0065,418,22
2025-01-30,WH02,SKU0065,434,21
2025-01-01,WH02,SKU0066,0,36
2025-01-02,WH02,SKU0066,0,34
2025-01-03,WH02,SKU0066,0,35
2025-01-04,WH02,SKU0066,0,39
2025-01-05,WH02,SKU0066,0,46
2025-01-06,WH02,SKU0066,0,41
2025-01-07,WH02,SKU0066,0,42
2025-01-08,WH02,SKU0066,0,37
2025-01-09,WH02,SKU0066,0,34
2025-01-10,WH02,SKU0066,0,59
2025-01-11,WH02,SKU0066,0,47
2025-01-12,WH02,SKU0066,0,36
2025-01-13,WH02,SKU0066,0,54
2025-01-14,WH02,SKU0066,0,54
2025-01-15,WH02,SKU0066,0,59
2025-01-16,WH02,SKU0066,0,34
2025-01-17,WH02,SKU0066,0,49
2025-01-18,WH02,SKU0066,0,59
2025-01-19,WH02,SKU0066,0,54
2025-01-20,WH02,SKU0066,0,36
2025-01-21,WH02,SKU0066,0,56
2025-01-22,WH02,SKU0066,0,42
2025-01-23,WH02,SKU0066,0,44
2025-01-24,WH02,SKU0066,0,46
2025-01-25,WH02,SKU0066,0,53
2025-01-26,WH02,SKU0066,0,33
2025-01-27,WH02,SKU0066,0,46
2025-01-28,WH02,SKU0066,0,54
2025-01-29,WH02,SKU0066,0,46
2025-01-30,WH02,SKU0066,0,38
2025-01-01,WH02,SKU0067,83,24
2025-01-02,WH02,SKU0067,94,25
2025-01-03,WH02,SKU0067,75,19
2025-01-04,WH02,SKU0067,77,20
2025-01-05,WH02,SKU0067,83,20
2025-01-06,WH02,SKU0067,91,22
2025-01-07,WH02,SKU0067,72,20
2025-01-08,WH02,SKU0067,63,28
2025-01-09,WH02,SKU0067,66,24
2025-01-10,WH02,SKU0067,94,25
2025-01-11,WH02,SKU0067,56,22
2025-01-12,WH02,SKU0067,70,21
2025-01-13,WH02,SKU0067,64,24
2025-01-14,WH02,SKU0067,70,21
2025-01-15,WH02,SKU0067,71,22
2025-01-16,WH02,SKU0067,64,23
2025-01-17,WH02,SKU0067,92,24
2025-01-18,WH02,SKU0067,78,28
2025-01-19,WH02,SKU0067,79,21
2025-01-20,WH02,SKU0067,70,23
2025-01-21,WH02,SKU0067,73,20
2025-01-22,WH02,SKU0067,59,22
2025-01-23,WH02,SKU0067,91,26
2025-01-24,WH02,SKU0067,88,20
2025-01-25,WH02,SKU0067,71,24
2025-01-26,WH02,SKU0067,72,23
2025-01-27,WH02,SKU0067,69,19
2025-01-28,WH02,SKU0067,89,28
2025-01-29,WH02,SKU0067,58,23
2025-01-30,WH02,SKU0067,75,26
2025-01-01,WH02,SKU0068,699,0
2025-01-02,WH02,SKU0068,774,0
2025-01-03,WH02,SKU0068,732,0
2025-01-04,WH02,SKU0068,516,0
2025-01-05,WH02,SKU0068,726,0
2025-01-06,WH02,SKU0068,564,0
2025-01-07,WH02,SKU0068,407,0
2025-01-08,WH02,SKU0068,703,0
2025-01-09,WH02,SKU0068,734,0
2025-01-10,WH02,SKU0068,537,0
2025-01-11,WH02,SKU0068,580,0
2025-01-12,WH02,SKU0068,545,0
2025-01-13,WH02,SKU0068,446,0
2025-01-14,WH02,SKU0068,797,0
2025-01-15,WH02,SKU0068,409,0
2025-01-16,WH02,SKU0068,622,0
2025-01-17,WH02,SKU0068,405,0
2025-01-18,WH02,SKU0068,675,0
2025-01-19,WH02,SKU0068,760,0
2025-01-20,WH02,SKU0068,657,0
2025-01-21,WH02,SKU0068,642,0
2025-01-22,WH02,SKU0068,731,0
2025-01-23,WH02,SKU0068,789,0
2025-01-24,WH02,SKU0068,744,0
2025-01-25,WH02,SKU0068,492,0
2025-01-26,WH02,SKU0068,625,0
2025-01-27,WH02,SKU0068,727,0
2025-01-28,WH02,SKU0068,517,0
2025-01-29,WH02,SKU0068,670,0
2025-01-30,WH02,SKU0068,409,0
2025-01-01,WH02,SKU0069,697,0
2025-01-02,WH02,SKU0069,730,0
2025-01-03,WH02,SKU0069,487,0
2025-01-04,WH02,SKU0069,580,0
2025-01-05,WH02,SKU0069,743,0
2025-01-06,WH02,SKU0069,465,0
2025-01-07,WH02,SKU0069,728,0
2025-01-08,WH02,SKU0069,515,0
2025-01-09,WH02,SKU0069,630,0
2025-01-10,WH02,SKU0069,603,0
2025-01-11,WH02,SKU0069,674,0
2025-01-12,WH02,SKU0069,734,0
2025-01-13,WH02,SKU0069,539,0
2025-01-14,WH02,SKU0069,468,0
2025-01-15,WH02,SKU0069,569,0
2025-01-16,WH02,SKU0069,644,0
2025-01-17,WH02,SKU0069,700,0
2025-01-18,WH02,SKU0069,701,0
2025-01-19,WH02,SKU0069,535,0
2025-01-20,WH02,SKU0069,774,0
2025-01-21,WH02,SKU0069,433,0
2025-01-22,WH02,SKU0069,446,0
2025-01-23,WH02,SKU0069,409,0
2025-01-24,WH02,SKU0069,770,0
2025-01-25,WH02,SKU0069,472,0
2025-01-26,WH02,SKU0069,640,0
2025-01-27,WH02,SKU0069,725,0
2025-01-28,WH02,SKU0069,706,0
2025-01-29,WH02,SKU0069,779,0
2025-01-30,WH02,SKU0069,421,0
2025-01-01,WH02,SKU0070,240,23
2025-01-02,WH02,SKU0070,235,20
2025-01-03,WH02,SKU0070,217,21
2025-01-04,WH02,SKU0070,223,22
2025-01-05,WH02,SKU0070,244,22
2025-01-06,WH02,SKU0070,236,17
2025-01-07,WH02,SKU0070,238,21
2025-01-08,WH02,SKU0070,217,19
2025-01-09,WH02,SKU0070,244,26
2025-01-10,WH02,SKU0070,233,26
2025-01-11,WH02,SKU0070,220,19
2025-01-12,WH02,SKU0070,250,18
2025-01-13,WH02,SKU0070,239,19
2025-01-14,WH02,SKU0070,226,21
2025-01-15,WH02,SKU0070,227,25
2025-01-16,WH02,SKU0070,251,22
2025-01-17,WH02,SKU0070,234,17
2025-01-18,WH02,SKU0070,222,17
2025-01-19,WH02,SKU0070,247,19
2025-01-20,WH02,SKU0070,226,25
2025-01-21,WH02,SKU0070,241,23
2025-01-22,WH02,SKU0070,214,22
2025-01-23,WH02,SKU0070,235,20
2025-01-24,WH02,SKU0070,242,26
2025-01-25,WH02,SKU0070,223,20
2025-01-26,WH02,SKU0070,225,25
2025-01-27,WH02,SKU0070,216,25
2025-01-28,WH02,SKU0070,244,21
2025-01-29,WH02,SKU0070,236,25
2025-01-30,WH02,SKU0070,243,19
2025-01-01,WH02,SKU0071,57,23
2025-01-02,WH02,SKU0071,91,27
2025-01-03,WH02,SKU0071,78,25
2025-01-04,WH02,SKU0071,56,23
2025-01-05,WH02,SKU0071,66,23
2025-01-06,WH02,SKU0071,68,26
2025-01-07,WH02,SKU0071,73,28
2025-01-08,WH02,SKU0071,64,27
2025-01-09,WH02,SKU0071,55,26
2025-01-10,WH02,SKU0071,91,32
2025-01-11,WH02,SKU0071,71,32
2025-01-12,WH02,SKU0071,72,24
2025-01-13,WH02,SKU0071,86,27
2025-01-14,WH02,SKU0071,76,29
2025-01-15,WH02,SKU0071,64,30
2025-01-16,WH02,SKU0071,72,26
2025-01-17,WH02,SKU0071,63,30
2025-01-18,WH02,SKU0071,61,24
2025-01-19,WH02,SKU0071,87,26
2025-01-20,WH02,SKU0071,77,30
2025-01-21,WH02,SKU0071,85,29
2025-01-22,WH02,SKU0071,80,31
2025-01-23,WH02,SKU0071,89,23
2025-01-24,WH02,SKU0071,81,24
2025-01-25,WH02,SKU0071,87,23
2025-01-26,WH02,SKU0071,61,24
2025-01-27,WH02,SKU0071,76,23
2025-01-28,WH02,SKU0071,52,28
2025-01-29,WH02,SKU0071,90,28
2025-01-30,WH02,SKU0071,69,29
2025-01-01,WH02,SKU0072,301,13
2025-01-02,WH02,SKU0072,287,19
2025-01-03,WH02,SKU0072,291,13
2025-01-04,WH02,SKU0072,282,21
2025-01-05,WH02,SKU0072,291,13
2025-01-06,WH02,SKU0072,307,18
2025-01-07,WH02,SKU0072,296,21
2025-01-08,WH02,SKU0072,290,18
2025-01-09,WH02,SKU0072,307,19
2025-01-10,WH02,SKU0072,286,19
2025-01-11,WH02,SKU0072,307,14
